"108.162.245.131 - - [19/Jan/2024:04:31:04 +0000] ""POST /blog/wp-cron.php?doing_wp_cron=1705638664.4230570793151855468750 HTTP/1.1"" 200 5587 ""https://www.bacancytechnology.com/blog/wp-cron.php?doing_wp_cron=1705638664.4230570793151855468750"" ""WordPress/6.1.1; https://www.bacancytechnology.com/blog"""
"108.162.245.209 - - [19/Jan/2024:04:31:04 +0000] ""GET /blog/svelte-vs-vue?wtime=%7Bseek_to_second_number%7D?wtime={seek_to_second_number} HTTP/1.1"" 200 53365 ""-"" ""Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.6099.224 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
"108.162.245.46 - - [19/Jan/2024:04:31:04 +0000] ""GET /blog/wp-content/themes/pillar/style/image/blog-details/blog-bulb.png HTTP/1.1"" 404 35714 ""https://www.bacancytechnology.com/blog/wp-content/themes/pillar/style/css/style-new.css?ver=7.2.63"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0"""
"108.162.245.152 - - [19/Jan/2024:04:31:05 +0000] ""GET /blog/wp-content/uploads/2021/06/Web-Application-Architecture-Guide-min.jpg HTTP/1.1"" 200 57626 ""https://www.bacancytechnology.com/blog/web-application-architecture"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0"""
"108.162.245.209 - - [19/Jan/2024:04:31:05 +0000] ""GET /blog/svelte-vs-vue?wtime=%7Bseek_to_second_number%7D?wtime={seek_to_second_number} HTTP/1.1"" 200 48125 ""-"" ""Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.6099.224 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
"108.162.245.8 - - [19/Jan/2024:04:31:12 +0000] ""GET /training-and-development HTTP/1.1"" 200 35392 ""https://www.bacancytechnology.com/careers"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"""
"108.162.245.63 - - [19/Jan/2024:04:31:16 +0000] ""GET /careers HTTP/1.1"" 200 40000 ""https://www.bacancytechnology.com/contactus"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"""
"108.162.245.176 - - [19/Jan/2024:04:31:17 +0000] ""GET /blog/laravel-microservices?nonamp=1 HTTP/1.1"" 200 51741 ""-"" ""Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.6099.224 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
"108.162.245.176 - - [19/Jan/2024:04:31:18 +0000] ""GET /blog/laravel-microservices?nonamp=1 HTTP/1.1"" 200 46501 ""-"" ""Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.6099.224 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
"108.162.245.66 - - [19/Jan/2024:04:31:32 +0000] ""GET /qanda/dot-net/command-dotnet-ef-not-found HTTP/1.1"" 304 5515 ""-"" ""Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"""
"108.162.245.231 - - [19/Jan/2024:04:31:34 +0000] ""POST /blog/wp-cron.php?doing_wp_cron=1705638694.8554770946502685546875 HTTP/1.1"" 200 5587 ""https://www.bacancytechnology.com/blog/wp-cron.php?doing_wp_cron=1705638694.8554770946502685546875"" ""WordPress/6.1.1; https://www.bacancytechnology.com/blog"""
"108.162.245.46 - - [19/Jan/2024:04:31:34 +0000] ""GET /blog/wp-content/themes/pillar/style/image/blog-details/blog-bulb.png HTTP/1.1"" 404 35714 ""https://www.bacancytechnology.com/blog/wp-content/themes/pillar/style/css/style-new.css?ver=7.2.63"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"""
"108.162.245.84 - - [19/Jan/2024:04:31:39 +0000] ""GET / HTTP/1.1"" 200 43195 ""-"" ""Monit/5.25.1"""
"108.162.245.34 - - [19/Jan/2024:04:31:40 +0000] ""GET /interview-process HTTP/1.1"" 200 34561 ""https://www.bacancytechnology.com/careers"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"""
"108.162.245.47 - - [19/Jan/2024:04:31:49 +0000] ""GET /blog/web-api-in-net-6 HTTP/1.1"" 304 5518 ""https://www.google.com/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"""
"108.162.245.58 - - [19/Jan/2024:04:31:51 +0000] ""GET /signature-greatplace-22/img/80xNxbacancy-logo.jpg,qv4.pagespeed.ic.4XZczIv4ZM.webp HTTP/1.1"" 404 5766 ""-"" ""Mozilla/5.0 (Windows NT 5.1; rv:11.0) Gecko Firefox/11.0 (via ggpht.com GoogleImageProxy)"""
"108.162.245.95 - - [19/Jan/2024:04:31:51 +0000] ""GET /signature-greatplace-22/images/Nx137xbotder-1.png,qv3.pagespeed.ic.Q2idZzYN6U.webp HTTP/1.1"" 404 5766 ""-"" ""Mozilla/5.0 (Windows NT 5.1; rv:11.0) Gecko Firefox/11.0 (via ggpht.com GoogleImageProxy)"""
"108.162.245.147 - - [19/Jan/2024:04:31:51 +0000] ""GET /signature-greatplace-22/img/75xNxgreat-place.jpg,qv4.pagespeed.ic.RRJkxIwlhC.webp HTTP/1.1"" 404 5766 ""-"" ""Mozilla/5.0 (Windows NT 5.1; rv:11.0) Gecko Firefox/11.0 (via ggpht.com GoogleImageProxy)"""
"108.162.245.43 - - [19/Jan/2024:04:31:55 +0000] ""GET /landing/flutter-2?gad_source=1&gclid=CjwKCAiA75itBhA6EiwAkho9e9qtc2aiMODUI8tImYN77u7SyGzikY-hYsSHNm9dazOUdmKODTtpqBoCMbMQAvD_BwE HTTP/1.1"" 200 30372 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"""
"108.162.245.62 - - [19/Jan/2024:04:31:55 +0000] ""GET /careers HTTP/1.1"" 200 40000 ""https://www.bacancytechnology.com/contactus"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"""
"108.162.245.71 - - [19/Jan/2024:04:31:56 +0000] ""GET /blog/mistakes-to-avoid-while-hire-dedicated-development-team HTTP/1.1"" 301 5694 ""-"" ""Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"""
"108.162.245.43 - - [19/Jan/2024:04:31:56 +0000] ""GET /landing/flutter-2?gad_source=1&gclid=CjwKCAiA75itBhA6EiwAkho9e9qtc2aiMODUI8tImYN77u7SyGzikY-hYsSHNm9dazOUdmKODTtpqBoCMbMQAvD_BwE HTTP/1.1"" 200 25132 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"""
"108.162.245.43 - - [19/Jan/2024:04:31:57 +0000] ""GET /landing/flutter-2?gad_source=1&gclid=CjwKCAiA75itBhA6EiwAkho9e9qtc2aiMODUI8tImYN77u7SyGzikY-hYsSHNm9dazOUdmKODTtpqBoCMbMQAvD_BwE HTTP/1.1"" 200 25132 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"""
"108.162.245.61 - - [19/Jan/2024:04:32:02 +0000] ""GET /teams HTTP/1.1"" 200 34721 ""https://www.bacancytechnology.com/careers"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"""
"108.162.245.232 - - [19/Jan/2024:04:32:04 +0000] ""GET /blog/why-node-js-in-2020 HTTP/1.1"" 301 5694 ""-"" ""Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.6099.224 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
"108.162.245.105 - - [19/Jan/2024:04:32:04 +0000] ""GET /blog/why-use-nodejs HTTP/1.1"" 304 5518 ""-"" ""Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.6099.224 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
"108.162.245.55 - - [19/Jan/2024:04:32:08 +0000] ""POST /blog/wp-cron.php?doing_wp_cron=1705638727.9669280052185058593750 HTTP/1.1"" 200 5587 ""https://www.bacancytechnology.com/blog/wp-cron.php?doing_wp_cron=1705638727.9669280052185058593750"" ""WordPress/6.1.1; https://www.bacancytechnology.com/blog"""
"108.162.245.46 - - [19/Jan/2024:04:32:07 +0000] ""GET /blog/wp-content/themes/pillar/style/image/blog-details/blog-bulb.png HTTP/1.1"" 404 35714 ""https://www.bacancytechnology.com/blog/wp-content/themes/pillar/style/css/style-new.css?ver=7.2.63"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"""
